user_id,student_type,monthly_income,fixed_expenses,variable_expenses,total_expenses,savings_rate,debt_to_income,emergency_fund,emergency_fund_months,spending_volatility,budget_category,recommended_needs_pct,recommended_wants_pct,recommended_savings_pct,recommended_needs,recommended_wants,recommended_savings
user_0068,working_family_support,1706.09,1064.74,692.53,1757.27,-0.03,0.0514,2108.72,1.2,0.2484,low_savings,0.5,0.35,0.15,853.04,597.13,255.91
user_0069,financial_aid_mainly,923.04,766.62,672.91,1439.53,-0.5596,0.0585,143.95,0.1,0.152,low_savings,0.5,0.35,0.15,461.52,323.06,138.46
user_0070,working_family_support,1746.99,1393.94,923.52,2317.46,-0.3265,0.0733,2317.46,1.0,0.6249,low_savings,0.5,0.35,0.15,873.5,611.45,262.05
user_0071,working_no_family,903.64,960.48,701.61,1662.09,-0.8393,0.0994,3989.02,2.4,0.5229,low_savings,0.5,0.35,0.15,451.82,316.27,135.55
user_0072,financial_aid_mainly,548.37,1277.3,485.82,1763.12,-2.2152,0.0,1763.12,1.0,0.0834,low_savings,0.5,0.35,0.15,274.19,191.93,82.26
user_0073,working_family_support,2686.24,957.67,968.0,1925.67,0.2831,0.0518,5584.44,2.9,0.3044,standard,0.5,0.3,0.2,1343.12,805.87,537.25
user_0074,working_no_family,1815.09,1231.58,685.03,1916.61,-0.0559,0.0,3066.58,1.6,0.1669,low_savings,0.5,0.35,0.15,907.54,635.28,272.26
user_0075,family_support_only,2134.85,1120.18,721.4,1841.58,0.1374,0.1133,7182.16,3.9,0.1144,low_savings,0.5,0.35,0.15,1067.42,747.2,320.23
user_0076,working_family_support,2416.94,955.59,658.64,1614.23,0.3321,0.0281,1452.81,0.9,0.2188,low_emergency,0.5,0.25,0.25,1208.47,604.24,604.24
user_0077,family_support_only,2372.5,1152.91,666.82,1819.73,0.233,0.0467,5459.19,3.0,0.4724,standard,0.5,0.3,0.2,1186.25,711.75,474.5
user_0078,family_support_only,3180.91,1080.04,1157.89,2237.93,0.2964,0.0,6713.79,3.0,0.2144,standard,0.5,0.3,0.2,1590.45,954.27,636.18
user_0079,working_no_family,1723.58,1246.45,1010.26,2256.71,-0.3093,0.0639,3159.39,1.4,0.3132,low_savings,0.5,0.35,0.15,861.79,603.25,258.54
user_0080,working_no_family,1596.16,1045.11,704.58,1749.69,-0.0962,0.0469,4024.29,2.3,0.7103,low_savings,0.5,0.35,0.15,798.08,558.66,239.42
user_0081,financial_aid_mainly,813.55,910.54,1209.21,2119.75,-1.6056,0.0,3391.6,1.6,0.3235,low_savings,0.5,0.35,0.15,406.77,284.74,122.03
user_0082,working_family_support,1909.61,1118.55,630.06,1748.61,0.0843,0.0541,699.44,0.4,0.1057,low_savings,0.5,0.35,0.15,954.8,668.36,286.44
user_0083,working_no_family,1303.59,1109.81,642.07,1751.88,-0.3439,0.2206,1927.07,1.1,0.148,low_savings,0.5,0.35,0.15,651.79,456.26,195.54
user_0084,family_support_only,1716.57,1243.82,600.23,1844.05,-0.0743,0.0471,1844.05,1.0,0.1839,low_savings,0.5,0.35,0.15,858.28,600.8,257.49
user_0085,working_family_support,1789.67,967.07,772.26,1739.33,0.0281,0.0566,3130.79,1.8,0.4132,low_savings,0.5,0.35,0.15,894.84,626.38,268.45
user_0086,family_support_only,2837.89,1540.72,429.46,1970.18,0.3058,0.0187,5516.5,2.8,0.2148,standard,0.5,0.3,0.2,1418.94,851.37,567.58
user_0087,family_support_only,2168.11,968.77,825.95,1794.72,0.1722,0.0,8076.24,4.5,0.3561,standard,0.5,0.3,0.2,1084.06,650.43,433.62
user_0088,working_family_support,1996.03,933.13,1028.5,1961.63,0.0172,0.0,588.49,0.3,0.1596,low_savings,0.5,0.35,0.15,998.01,698.61,299.4
user_0089,working_family_support,1720.85,1139.04,656.56,1795.6,-0.0434,0.1836,359.12,0.2,0.6706,low_savings,0.5,0.35,0.15,860.42,602.3,258.13
user_0090,working_family_support,2779.64,1159.69,700.12,1859.81,0.3309,0.1611,929.9,0.5,0.3612,low_emergency,0.5,0.25,0.25,1389.82,694.91,694.91
user_0091,working_no_family,2037.19,1202.52,339.99,1542.51,0.2428,0.0,1696.76,1.1,0.2594,standard,0.5,0.3,0.2,1018.6,611.16,407.44
user_0092,working_family_support,1939.08,1124.97,617.18,1742.15,0.1016,0.0,2787.44,1.6,0.3256,low_savings,0.5,0.35,0.15,969.54,678.68,290.86
user_0093,working_no_family,1123.47,1034.62,815.52,1850.14,-0.6468,0.0,3700.28,2.0,0.1738,low_savings,0.5,0.35,0.15,561.74,393.21,168.52
user_0094,financial_aid_mainly,773.29,1233.12,792.77,2025.89,-1.6198,0.4271,202.59,0.1,0.2451,low_savings,0.5,0.35,0.15,386.64,270.65,115.99
user_0095,financial_aid_mainly,919.73,782.18,756.21,1538.39,-0.6727,0.149,2461.42,1.6,0.1326,low_savings,0.5,0.35,0.15,459.87,321.91,137.96
user_0096,working_no_family,1449.64,1680.87,571.52,2252.39,-0.5538,0.0,2477.63,1.1,0.5631,low_savings,0.5,0.35,0.15,724.82,507.37,217.45
user_0097,working_family_support,2448.86,1139.04,505.67,1644.71,0.3284,0.1393,3289.42,2.0,0.5381,standard,0.5,0.3,0.2,1224.43,734.66,489.77
user_0098,working_family_support,1494.51,1282.62,996.75,2279.37,-0.5252,0.2923,4558.74,2.0,0.3881,low_savings,0.5,0.35,0.15,747.25,523.08,224.18
user_0099,working_family_support,1880.34,1033.44,801.95,1835.39,0.0239,0.0709,2386.01,1.3,0.5278,low_savings,0.5,0.35,0.15,940.17,658.12,282.05
user_0100,working_no_family,1843.87,840.0,749.17,1589.17,0.1381,0.0695,1589.17,1.0,0.0863,low_savings,0.5,0.35,0.15,921.93,645.35,276.58
user_0101,working_family_support,1837.25,1580.65,651.19,2231.84,-0.2148,0.0,669.55,0.3,0.5278,low_savings,0.5,0.35,0.15,918.62,643.04,275.59
user_0102,working_no_family,1767.76,1000.11,533.63,1533.74,0.1324,0.082,0.0,0.0,0.1048,low_savings,0.5,0.35,0.15,883.88,618.72,265.16
user_0103,financial_aid_mainly,1007.57,1031.98,506.04,1538.02,-0.5265,0.0,461.41,0.3,0.4596,low_savings,0.5,0.35,0.15,503.79,352.65,151.14
user_0104,working_family_support,2275.1,954.99,994.88,1949.87,0.143,0.0,1754.88,0.9,0.1587,low_savings,0.5,0.35,0.15,1137.55,796.28,341.26
user_0105,working_family_support,1548.32,1122.79,869.47,1992.26,-0.2867,0.0,6773.68,3.4,0.6605,low_savings,0.5,0.35,0.15,774.16,541.91,232.25
user_0106,working_no_family,1237.62,812.39,752.8,1565.19,-0.2647,0.1021,0.0,0.0,0.6,low_savings,0.5,0.35,0.15,618.81,433.17,185.64
user_0107,working_family_support,2134.46,1303.6,917.42,2221.02,-0.0406,0.0173,1110.51,0.5,0.1977,low_savings,0.5,0.35,0.15,1067.23,747.06,320.17
user_0108,working_no_family,1708.33,1159.11,773.75,1932.86,-0.1314,0.0191,193.29,0.1,0.3331,low_savings,0.5,0.35,0.15,854.16,597.92,256.25
user_0109,working_no_family,1056.43,1333.47,666.91,2000.38,-0.8935,0.286,800.15,0.4,0.3528,low_savings,0.5,0.35,0.15,528.22,369.75,158.46
user_0110,family_support_only,2471.9,847.88,746.77,1594.65,0.3549,0.0202,7494.86,4.7,0.1068,standard,0.5,0.3,0.2,1235.95,741.57,494.38
user_0111,family_support_only,2212.91,1411.35,658.2,2069.55,0.0648,0.0546,0.0,0.0,0.3575,low_savings,0.5,0.35,0.15,1106.45,774.52,331.94
user_0112,working_family_support,1444.69,761.8,848.99,1610.79,-0.115,0.0,1127.55,0.7,0.0601,low_savings,0.5,0.35,0.15,722.35,505.64,216.7
user_0113,working_no_family,1770.08,1308.46,799.7,2108.16,-0.191,0.0,1475.71,0.7,0.2187,low_savings,0.5,0.35,0.15,885.04,619.53,265.51
user_0114,family_support_only,2300.23,1276.58,844.5,2121.08,0.0779,0.0,5726.92,2.7,0.157,low_savings,0.5,0.35,0.15,1150.12,805.08,345.03
user_0115,working_family_support,2483.03,1146.72,694.13,1840.85,0.2586,0.1584,2577.19,1.4,0.2091,standard,0.5,0.3,0.2,1241.52,744.91,496.61
user_0116,working_family_support,1394.96,952.68,542.6,1495.28,-0.0719,0.2212,2841.03,1.9,0.2386,low_savings,0.5,0.35,0.15,697.48,488.24,209.24
user_0117,family_support_only,2853.92,1189.83,329.45,1519.28,0.4677,0.1098,3342.42,2.2,0.3328,standard,0.5,0.3,0.2,1426.96,856.18,570.78
user_0118,working_family_support,2482.65,1067.42,597.89,1665.31,0.3292,0.0141,2997.56,1.8,0.3906,standard,0.5,0.3,0.2,1241.33,744.79,496.53
user_0119,working_family_support,2350.07,1355.38,837.91,2193.29,0.0667,0.1073,2412.62,1.1,0.3417,low_savings,0.5,0.35,0.15,1175.04,822.52,352.51
user_0120,working_family_support,1805.8,1183.96,851.78,2035.74,-0.1273,0.0,3257.18,1.6,0.4223,low_savings,0.5,0.35,0.15,902.9,632.03,270.87
user_0121,working_no_family,1339.28,1435.78,447.0,1882.78,-0.4058,0.5669,2824.17,1.5,0.6662,high_debt,0.5,0.15,0.35,669.64,200.89,468.75
user_0122,financial_aid_mainly,1027.49,1064.78,672.76,1737.54,-0.6911,0.0,0.0,0.0,0.3668,low_savings,0.5,0.35,0.15,513.75,359.62,154.12
user_0123,family_support_only,1590.45,739.77,567.48,1307.25,0.1781,0.0216,1960.88,1.5,0.1585,standard,0.5,0.3,0.2,795.23,477.13,318.09
user_0124,working_family_support,1977.13,1770.48,816.17,2586.65,-0.3083,0.0318,6725.29,2.6,0.3291,low_savings,0.5,0.35,0.15,988.57,692.0,296.57
user_0125,working_family_support,2210.25,955.86,701.22,1657.08,0.2503,0.1152,4971.24,3.0,0.2592,standard,0.5,0.3,0.2,1105.12,663.07,442.05
user_0126,financial_aid_mainly,1082.66,961.66,906.13,1867.79,-0.7252,0.0,0.0,0.0,0.588,low_savings,0.5,0.35,0.15,541.33,378.93,162.4
user_0127,family_support_only,2260.83,917.37,929.89,1847.26,0.1829,0.0279,4802.88,2.6,0.5276,standard,0.5,0.3,0.2,1130.41,678.25,452.17
user_0128,family_support_only,3109.14,1054.49,917.82,1972.31,0.3656,0.0,3155.7,1.6,0.1578,standard,0.5,0.3,0.2,1554.57,932.74,621.83
user_0129,working_no_family,1145.81,1276.14,881.51,2157.65,-0.8831,0.0,215.77,0.1,0.2731,low_savings,0.5,0.35,0.15,572.9,401.03,171.87
user_0130,working_family_support,1478.02,980.6,788.56,1769.16,-0.197,0.0,3715.24,2.1,0.2743,low_savings,0.5,0.35,0.15,739.01,517.31,221.7
user_0131,financial_aid_mainly,1343.09,1141.12,799.86,1940.98,-0.4452,0.0,1358.69,0.7,0.1663,low_savings,0.5,0.35,0.15,671.54,470.08,201.46
user_0132,working_family_support,1303.47,949.61,603.35,1552.96,-0.1914,0.0,2640.03,1.7,0.2553,low_savings,0.5,0.35,0.15,651.74,456.21,195.52
user_0133,family_support_only,1759.93,1131.94,740.41,1872.35,-0.0639,0.1038,2808.52,1.5,0.28,low_savings,0.5,0.35,0.15,879.97,615.98,263.99
user_0134,financial_aid_mainly,1005.6,1011.28,633.7,1644.98,-0.6358,0.3813,1644.98,1.0,0.1258,low_savings,0.5,0.35,0.15,502.8,351.96,150.84
user_0135,working_no_family,1794.2,978.21,875.72,1853.93,-0.0333,0.0486,0.0,0.0,0.353,low_savings,0.5,0.35,0.15,897.1,627.97,269.13
user_0136,financial_aid_mainly,979.09,927.01,608.75,1535.76,-0.5686,1.0962,153.58,0.1,0.3334,high_debt,0.5,0.15,0.35,489.55,146.86,342.68
user_0137,financial_aid_mainly,1042.48,853.12,794.65,1647.77,-0.5806,0.0,0.0,0.0,0.2484,low_savings,0.5,0.35,0.15,521.24,364.87,156.37
user_0138,working_family_support,2486.57,759.61,671.99,1431.6,0.4243,0.1181,2290.56,1.6,0.187,standard,0.5,0.3,0.2,1243.29,745.97,497.31
user_0139,working_family_support,2227.77,782.64,969.64,1752.28,0.2134,0.0415,876.14,0.5,0.4297,low_emergency,0.5,0.25,0.25,1113.88,556.94,556.94
user_0140,financial_aid_mainly,834.11,940.93,675.09,1616.02,-0.9374,0.49,323.2,0.2,0.4716,low_savings,0.5,0.35,0.15,417.06,291.94,125.12
user_0141,family_support_only,3022.28,1072.32,893.94,1966.26,0.3494,0.0101,5505.53,2.8,0.1804,standard,0.5,0.3,0.2,1511.14,906.68,604.46
user_0142,working_no_family,1285.74,1173.38,386.64,1560.02,-0.2133,0.0578,1560.02,1.0,0.5097,low_savings,0.5,0.35,0.15,642.87,450.01,192.86
user_0143,financial_aid_mainly,1222.42,1266.04,608.45,1874.49,-0.5334,0.0633,1124.69,0.6,0.3537,low_savings,0.5,0.35,0.15,611.21,427.85,183.36
user_0144,working_family_support,1369.21,1190.05,612.12,1802.17,-0.3162,0.0573,7028.46,3.9,0.3544,low_savings,0.5,0.35,0.15,684.61,479.22,205.38
user_0145,working_no_family,1565.72,1161.48,715.89,1877.37,-0.199,0.0416,2816.05,1.5,0.1829,low_savings,0.5,0.35,0.15,782.86,548.0,234.86
user_0146,working_family_support,1619.02,1215.55,776.5,1992.05,-0.2304,0.2397,2988.07,1.5,0.3665,low_savings,0.5,0.35,0.15,809.51,566.66,242.85
user_0147,working_family_support,1515.85,975.98,525.75,1501.73,0.0093,0.0924,4655.36,3.1,0.5394,low_savings,0.5,0.35,0.15,757.92,530.55,227.38
user_0148,working_family_support,1211.0,854.51,1050.25,1904.76,-0.5729,0.0,4380.95,2.3,0.5538,low_savings,0.5,0.35,0.15,605.5,423.85,181.65
user_0149,working_family_support,1701.2,1494.4,746.9,2241.3,-0.3175,0.0878,4706.73,2.1,0.0705,low_savings,0.5,0.35,0.15,850.6,595.42,255.18
user_0150,financial_aid_mainly,1015.71,1306.96,733.02,2039.98,-1.0084,0.0859,1223.99,0.6,0.5786,low_savings,0.5,0.35,0.15,507.86,355.5,152.36
user_0151,working_family_support,2408.05,1209.08,760.76,1969.84,0.182,0.0338,2954.76,1.5,0.2753,standard,0.5,0.3,0.2,1204.03,722.42,481.61
user_0152,family_support_only,3351.78,892.0,845.58,1737.58,0.4816,0.0371,3822.68,2.2,0.5844,standard,0.5,0.3,0.2,1675.89,1005.53,670.36
user_0153,working_no_family,1112.16,705.42,809.75,1515.17,-0.3624,0.3394,3484.89,2.3,0.2424,low_savings,0.5,0.35,0.15,556.08,389.26,166.82
user_0154,working_family_support,2261.76,1019.58,624.15,1643.73,0.2733,0.0169,821.87,0.5,0.2367,low_emergency,0.5,0.25,0.25,1130.88,565.44,565.44
user_0155,family_support_only,2870.58,1373.03,774.79,2147.82,0.2518,0.0158,6443.46,3.0,0.0395,standard,0.5,0.3,0.2,1435.29,861.17,574.12
user_0156,working_no_family,1166.0,882.09,683.49,1565.58,-0.3427,0.1098,2974.6,1.9,0.3883,low_savings,0.5,0.35,0.15,583.0,408.1,174.9
user_0157,financial_aid_mainly,1275.98,1476.78,996.7,2473.48,-0.9385,0.0,0.0,0.0,0.5995,low_savings,0.5,0.35,0.15,637.99,446.59,191.4
user_0158,working_family_support,1708.06,823.61,858.87,1682.48,0.015,0.0688,1850.73,1.1,0.4743,low_savings,0.5,0.35,0.15,854.03,597.82,256.21
user_0159,working_no_family,2108.94,887.59,479.1,1366.69,0.352,0.1102,1230.02,0.9,0.1199,low_emergency,0.5,0.25,0.25,1054.47,527.24,527.24
user_0160,family_support_only,2667.09,1146.21,605.08,1751.29,0.3434,0.0,525.39,0.3,0.0982,low_emergency,0.5,0.25,0.25,1333.55,666.77,666.77
user_0161,family_support_only,2610.65,1294.8,689.0,1983.8,0.2401,0.04,1983.8,1.0,0.5746,standard,0.5,0.3,0.2,1305.33,783.2,522.13
user_0162,family_support_only,2753.65,1549.16,713.64,2262.8,0.1783,0.0196,9730.04,4.3,0.3556,standard,0.5,0.3,0.2,1376.83,826.1,550.73
user_0163,working_family_support,1778.67,826.94,840.68,1667.62,0.0624,0.0,4169.05,2.5,0.2556,low_savings,0.5,0.35,0.15,889.34,622.53,266.8
user_0164,working_family_support,2319.25,857.2,827.28,1684.48,0.2737,0.0268,3874.3,2.3,0.3285,standard,0.5,0.3,0.2,1159.62,695.77,463.85
user_0165,family_support_only,2708.85,1376.96,831.7,2208.66,0.1847,0.0412,5521.65,2.5,0.2787,standard,0.5,0.3,0.2,1354.42,812.65,541.77
