user_id,student_type,monthly_income,fixed_expenses,variable_expenses,total_expenses,savings_rate,debt_to_income,emergency_fund,emergency_fund_months,spending_volatility,budget_category,recommended_needs_pct,recommended_wants_pct,recommended_savings_pct,recommended_needs,recommended_wants,recommended_savings
user_0019,financial_aid_mainly,982.82,841.05,848.58,1689.63,-0.7192,0.109,0.0,0.0,0.2963,low_savings,0.5,0.35,0.15,491.41,343.99,147.42
user_0020,working_family_support,2089.79,1346.78,746.15,2092.93,-0.0015,0.0,1883.64,0.9,0.2533,low_savings,0.5,0.35,0.15,1044.89,731.43,313.47
user_0021,working_no_family,1957.26,971.05,881.2,1852.25,0.0537,0.0362,4074.95,2.2,0.1412,low_savings,0.5,0.35,0.15,978.63,685.04,293.59
user_0022,financial_aid_mainly,968.86,1152.57,754.23,1906.8,-0.9681,0.0717,1144.08,0.6,0.3209,low_savings,0.5,0.35,0.15,484.43,339.1,145.33
user_0023,family_support_only,2118.74,1258.35,747.28,2005.63,0.0534,0.0183,8022.52,4.0,0.2914,low_savings,0.5,0.35,0.15,1059.37,741.56,317.81
user_0024,working_family_support,2090.7,975.02,617.45,1592.47,0.2383,0.0412,2866.45,1.8,0.1485,standard,0.5,0.3,0.2,1045.35,627.21,418.14
user_0025,financial_aid_mainly,892.87,1121.79,764.5,1886.29,-1.1126,0.0,3206.69,1.7,0.2891,low_savings,0.5,0.35,0.15,446.44,312.5,133.93
user_0026,working_family_support,2375.42,1334.63,998.32,2332.95,0.0179,0.0305,1633.06,0.7,0.183,low_savings,0.5,0.35,0.15,1187.71,831.4,356.31
user_0027,working_no_family,1696.39,1378.42,772.46,2150.88,-0.2679,0.0,3441.41,1.6,0.1821,low_savings,0.5,0.35,0.15,848.2,593.74,254.46
user_0028,working_family_support,1940.52,1045.52,546.87,1592.39,0.1794,0.4373,1433.15,0.9,0.4665,low_emergency,0.5,0.25,0.25,970.26,485.13,485.13
user_0029,working_family_support,1715.99,1102.81,809.01,1911.82,-0.1141,0.0715,5161.91,2.7,0.2169,low_savings,0.5,0.35,0.15,858.0,600.6,257.4
user_0030,family_support_only,1455.62,1150.98,929.69,2080.67,-0.4294,0.0,0.0,0.0,0.6464,low_savings,0.5,0.35,0.15,727.81,509.47,218.34
user_0031,financial_aid_mainly,1349.56,749.07,675.4,1424.47,-0.0555,0.0337,142.45,0.1,0.1176,low_savings,0.5,0.35,0.15,674.78,472.35,202.43
user_0032,working_no_family,1560.34,897.68,562.86,1460.54,0.064,0.0351,1460.54,1.0,0.0514,low_savings,0.5,0.35,0.15,780.17,546.12,234.05
user_0033,financial_aid_mainly,989.51,1154.19,701.71,1855.9,-0.8756,0.0,1299.13,0.7,0.0201,low_savings,0.5,0.35,0.15,494.75,346.33,148.43
user_0034,financial_aid_mainly,858.34,819.61,637.05,1456.66,-0.6971,0.0517,1602.33,1.1,0.2009,low_savings,0.5,0.35,0.15,429.17,300.42,128.75
user_0035,working_no_family,1146.78,1246.36,636.34,1882.7,-0.6417,0.3459,0.0,0.0,0.0842,low_savings,0.5,0.35,0.15,573.39,401.37,172.02
user_0036,working_no_family,1101.7,923.14,647.7,1570.84,-0.4258,0.0,2042.09,1.3,0.3679,low_savings,0.5,0.35,0.15,550.85,385.59,165.25
user_0037,financial_aid_mainly,1235.84,1268.39,557.34,1825.73,-0.4773,0.2633,730.29,0.4,0.0193,low_savings,0.5,0.35,0.15,617.92,432.54,185.38
user_0038,working_family_support,1354.95,775.71,917.08,1692.79,-0.2493,0.053,3893.42,2.3,0.3219,low_savings,0.5,0.35,0.15,677.48,474.23,203.24
user_0039,working_family_support,2396.66,1155.01,701.06,1856.07,0.2256,0.0,2227.28,1.2,0.6866,standard,0.5,0.3,0.2,1198.33,719.0,479.33
user_0040,working_family_support,2248.91,836.78,821.82,1658.6,0.2625,0.1134,3814.78,2.3,0.2515,standard,0.5,0.3,0.2,1124.45,674.67,449.78
user_0041,working_family_support,1701.0,1305.22,614.08,1919.3,-0.1283,0.1843,5374.04,2.8,0.1758,low_savings,0.5,0.35,0.15,850.5,595.35,255.15
user_0042,financial_aid_mainly,1145.85,859.98,515.92,1375.9,-0.2008,0.3289,687.95,0.5,0.317,low_savings,0.5,0.35,0.15,572.92,401.05,171.88
user_0043,working_family_support,1767.18,1294.66,801.85,2096.51,-0.1864,0.4036,4821.97,2.3,0.2102,low_savings,0.5,0.35,0.15,883.59,618.51,265.08
user_0044,working_family_support,1750.76,1355.85,397.23,1753.08,-0.0013,0.1377,0.0,0.0,0.1983,low_savings,0.5,0.35,0.15,875.38,612.77,262.61
user_0045,financial_aid_mainly,676.82,738.78,721.98,1460.76,-1.1583,0.6349,146.08,0.1,0.3346,high_debt,0.5,0.15,0.35,338.41,101.52,236.89
user_0046,financial_aid_mainly,846.83,962.77,806.2,1768.97,-1.0889,0.2571,884.49,0.5,0.1718,low_savings,0.5,0.35,0.15,423.42,296.39,127.02
user_0047,financial_aid_mainly,849.07,1341.11,499.35,1840.46,-1.1676,0.1563,1656.41,0.9,0.5494,low_savings,0.5,0.35,0.15,424.54,297.17,127.36
user_0048,family_support_only,2819.91,1160.44,587.26,1747.7,0.3802,0.0,8039.42,4.6,0.389,standard,0.5,0.3,0.2,1409.95,845.97,563.98
user_0049,family_support_only,2528.17,727.38,1094.29,1821.67,0.2795,0.0,2732.51,1.5,0.4482,standard,0.5,0.3,0.2,1264.09,758.45,505.63
user_0050,working_no_family,1101.78,771.65,573.95,1345.6,-0.2213,0.1883,1883.84,1.4,0.2435,low_savings,0.5,0.35,0.15,550.89,385.62,165.27
user_0051,financial_aid_mainly,929.52,1114.24,413.54,1527.78,-0.6436,0.0695,305.56,0.2,0.1018,low_savings,0.5,0.35,0.15,464.76,325.33,139.43
user_0052,financial_aid_mainly,1305.91,1199.0,452.29,1651.29,-0.2645,0.0899,495.39,0.3,0.1002,low_savings,0.5,0.35,0.15,652.96,457.07,195.89
user_0053,working_no_family,1866.82,1209.65,533.8,1743.45,0.0661,0.0509,2266.49,1.3,0.2601,low_savings,0.5,0.35,0.15,933.41,653.39,280.02
user_0054,working_family_support,1800.63,1425.03,824.99,2250.02,-0.2496,0.0783,3600.03,1.6,0.4687,low_savings,0.5,0.35,0.15,900.32,630.22,270.09
user_0055,working_family_support,1697.37,971.03,624.21,1595.24,0.0602,0.0,1276.19,0.8,0.4173,low_savings,0.5,0.35,0.15,848.68,594.08,254.61
user_0056,family_support_only,1678.97,1327.95,933.39,2261.34,-0.3469,0.0803,2261.34,1.0,0.2404,low_savings,0.5,0.35,0.15,839.49,587.64,251.85
user_0057,working_family_support,1595.68,797.26,621.45,1418.71,0.1109,0.3074,1844.32,1.3,0.1911,low_savings,0.5,0.35,0.15,797.84,558.49,239.35
user_0058,working_no_family,1445.91,1273.62,397.31,1670.93,-0.1556,0.0854,1838.02,1.1,0.2521,low_savings,0.5,0.35,0.15,722.96,506.07,216.89
user_0059,working_family_support,2727.32,1445.43,646.66,2092.09,0.2329,0.1599,2301.3,1.1,0.3564,standard,0.5,0.3,0.2,1363.66,818.2,545.46
user_0060,working_no_family,1339.27,1177.25,574.8,1752.05,-0.3082,0.0987,1752.05,1.0,0.0995,low_savings,0.5,0.35,0.15,669.63,468.74,200.89
user_0061,working_family_support,2506.84,872.35,896.79,1769.14,0.2943,0.0196,4245.94,2.4,0.3578,standard,0.5,0.3,0.2,1253.42,752.05,501.37
user_0062,working_family_support,2610.53,1155.42,760.37,1915.79,0.2661,0.3534,4023.16,2.1,0.3145,standard,0.5,0.3,0.2,1305.27,783.16,522.11
user_0063,financial_aid_mainly,789.87,1168.75,650.78,1819.53,-1.3036,0.1122,1273.67,0.7,0.2748,low_savings,0.5,0.35,0.15,394.94,276.45,118.48
user_0064,working_no_family,1288.06,1236.5,906.62,2143.12,-0.6638,0.0636,1928.81,0.9,0.4868,low_savings,0.5,0.35,0.15,644.03,450.82,193.21
user_0065,family_support_only,2924.36,807.56,1089.69,1897.25,0.3512,0.0449,5691.75,3.0,0.3471,standard,0.5,0.3,0.2,1462.18,877.31,584.87
user_0066,working_family_support,1483.1,1166.94,517.43,1684.37,-0.1357,0.0212,3537.18,2.1,0.3695,low_savings,0.5,0.35,0.15,741.55,519.08,222.46
user_0067,family_support_only,2072.48,1113.85,830.28,1944.13,0.0619,0.0,8359.76,4.3,0.5405,low_savings,0.5,0.35,0.15,1036.24,725.37,310.87
user_0068,financial_aid_mainly,598.94,1107.24,670.58,1777.82,-1.9683,1.1825,0.0,0.0,0.1801,high_debt,0.5,0.15,0.35,299.47,89.84,209.63
user_0069,working_no_family,1691.28,1225.04,770.01,1995.05,-0.1796,0.0235,4189.61,2.1,0.2064,low_savings,0.5,0.35,0.15,845.64,591.95,253.69
user_0070,family_support_only,2374.43,909.08,771.2,1680.28,0.2923,0.0257,6049.01,3.6,0.3511,standard,0.5,0.3,0.2,1187.21,712.33,474.89
user_0071,family_support_only,2361.69,1462.13,841.13,2303.26,0.0247,0.0928,10825.32,4.7,0.3972,low_savings,0.5,0.35,0.15,1180.85,826.59,354.25
user_0072,working_family_support,2248.14,1172.66,809.89,1982.55,0.1181,0.0598,4559.86,2.3,0.0202,low_savings,0.5,0.35,0.15,1124.07,786.85,337.22
user_0073,family_support_only,3074.01,1164.46,608.23,1772.69,0.4233,0.03,4786.26,2.7,0.5046,standard,0.5,0.3,0.2,1537.01,922.2,614.8
user_0074,working_family_support,2223.52,1338.28,895.94,2234.22,-0.0048,0.0,3127.91,1.4,0.3177,low_savings,0.5,0.35,0.15,1111.76,778.23,333.53
user_0075,working_no_family,1338.16,837.68,885.39,1723.07,-0.2876,0.0822,2239.99,1.3,0.585,low_savings,0.5,0.35,0.15,669.08,468.36,200.72
user_0076,working_family_support,1866.68,1391.82,763.65,2155.47,-0.1547,0.0719,2371.02,1.1,0.2107,low_savings,0.5,0.35,0.15,933.34,653.34,280.0
user_0077,working_family_support,2062.57,1346.5,843.3,2189.8,-0.0617,0.3733,3941.64,1.8,0.1402,low_savings,0.5,0.35,0.15,1031.29,721.9,309.39
user_0078,working_family_support,2512.75,1027.4,777.41,1804.81,0.2817,0.0334,1624.33,0.9,0.111,low_emergency,0.5,0.25,0.25,1256.38,628.19,628.19
user_0079,financial_aid_mainly,1000.71,917.26,582.19,1499.45,-0.4984,0.1029,1049.62,0.7,0.1113,low_savings,0.5,0.35,0.15,500.36,350.25,150.11
user_0080,working_family_support,2292.11,1133.36,884.62,2017.98,0.1196,0.0,1816.18,0.9,0.1057,low_savings,0.5,0.35,0.15,1146.06,802.24,343.82
user_0081,financial_aid_mainly,767.49,1554.98,837.94,2392.92,-2.1179,0.4476,3589.38,1.5,0.4234,low_savings,0.5,0.35,0.15,383.75,268.62,115.12
user_0082,working_family_support,2003.61,807.96,618.64,1426.6,0.288,0.1901,2853.2,2.0,0.2174,standard,0.5,0.3,0.2,1001.8,601.08,400.72
user_0083,working_family_support,2268.18,1039.6,677.64,1717.24,0.2429,0.1754,5323.44,3.1,0.228,standard,0.5,0.3,0.2,1134.09,680.45,453.64
user_0084,working_family_support,2192.61,758.11,646.45,1404.56,0.3594,0.0618,2809.12,2.0,0.6753,standard,0.5,0.3,0.2,1096.31,657.78,438.52
user_0085,working_no_family,1667.33,948.99,668.64,1617.63,0.0298,0.0504,647.05,0.4,0.5358,low_savings,0.5,0.35,0.15,833.66,583.57,250.1
user_0086,working_family_support,2824.63,750.58,782.81,1533.39,0.4571,0.0,2913.44,1.9,0.3603,standard,0.5,0.3,0.2,1412.32,847.39,564.93
user_0087,working_no_family,1451.18,845.77,542.1,1387.87,0.0436,0.0976,1526.66,1.1,0.2351,low_savings,0.5,0.35,0.15,725.59,507.91,217.68
user_0088,working_no_family,1074.32,1258.48,969.92,2228.4,-1.0742,0.0823,3119.76,1.4,0.4253,low_savings,0.5,0.35,0.15,537.16,376.01,161.15
user_0089,working_no_family,1231.98,908.02,754.45,1662.47,-0.3494,0.4078,332.49,0.2,0.2317,low_savings,0.5,0.35,0.15,615.99,431.19,184.8
user_0090,working_family_support,1461.94,737.53,545.37,1282.9,0.1225,0.0773,1411.19,1.1,0.4051,low_savings,0.5,0.35,0.15,730.97,511.68,219.29
user_0091,financial_aid_mainly,1049.04,703.54,896.11,1599.65,-0.5249,0.4388,0.0,0.0,0.6293,low_savings,0.5,0.35,0.15,524.52,367.16,157.36
user_0092,financial_aid_mainly,1035.4,831.36,671.93,1503.29,-0.4519,0.1144,450.99,0.3,0.2865,low_savings,0.5,0.35,0.15,517.7,362.39,155.31
user_0093,family_support_only,3283.42,963.35,908.72,1872.07,0.4298,0.0942,5803.42,3.1,0.4346,standard,0.5,0.3,0.2,1641.71,985.03,656.68
user_0094,working_no_family,1303.87,1098.65,611.84,1710.49,-0.3119,0.0909,1881.54,1.1,0.2014,low_savings,0.5,0.35,0.15,651.93,456.35,195.58
user_0095,working_no_family,1487.83,1376.42,889.92,2266.34,-0.5233,0.051,1586.44,0.7,0.2089,low_savings,0.5,0.35,0.15,743.91,520.74,223.17
user_0096,working_family_support,2502.65,1414.37,808.23,2222.6,0.1119,0.0,4667.46,2.1,0.4252,low_savings,0.5,0.35,0.15,1251.33,875.93,375.4
user_0097,working_family_support,1808.97,1194.64,813.88,2008.52,-0.1103,0.3343,4017.04,2.0,0.5462,low_savings,0.5,0.35,0.15,904.49,633.14,271.35
user_0098,family_support_only,3441.1,1173.89,752.92,1926.81,0.4401,0.083,5587.75,2.9,0.1381,standard,0.5,0.3,0.2,1720.55,1032.33,688.22
user_0099,financial_aid_mainly,1260.96,928.07,813.67,1741.74,-0.3813,0.2776,174.17,0.1,0.4738,low_savings,0.5,0.35,0.15,630.48,441.34,189.14
user_0100,financial_aid_mainly,1034.52,761.01,584.53,1345.54,-0.3006,0.1318,538.22,0.4,0.3017,low_savings,0.5,0.35,0.15,517.26,362.08,155.18
user_0101,family_support_only,2493.01,962.66,1179.2,2141.86,0.1409,0.1409,6853.95,3.2,0.1405,low_savings,0.5,0.35,0.15,1246.51,872.55,373.95
user_0102,working_no_family,1768.39,904.41,842.9,1747.31,0.0119,0.0803,1572.58,0.9,0.0694,low_savings,0.5,0.35,0.15,884.2,618.94,265.26
user_0103,working_family_support,1886.97,1374.38,359.0,1733.38,0.0814,0.0333,0.0,0.0,0.3918,low_savings,0.5,0.35,0.15,943.49,660.44,283.05
user_0104,family_support_only,2808.53,743.15,796.89,1540.04,0.4517,0.1109,2156.06,1.4,0.1408,standard,0.5,0.3,0.2,1404.27,842.56,561.71
user_0105,working_family_support,1583.88,819.87,673.37,1493.24,0.0572,0.2059,1493.24,1.0,0.662,low_savings,0.5,0.35,0.15,791.94,554.36,237.58
user_0106,working_no_family,1620.76,1388.84,792.36,2181.2,-0.3458,0.3841,1090.6,0.5,0.5384,low_savings,0.5,0.35,0.15,810.38,567.27,243.11
user_0107,working_no_family,1522.43,917.86,668.04,1585.9,-0.0417,0.0755,475.77,0.3,0.4967,low_savings,0.5,0.35,0.15,761.22,532.85,228.36
user_0108,family_support_only,3064.47,1085.0,741.89,1826.89,0.4038,0.0406,1644.2,0.9,0.3052,low_emergency,0.5,0.25,0.25,1532.23,766.12,766.12
user_0109,working_family_support,2083.59,994.09,809.89,1803.98,0.1342,0.1771,3247.16,1.8,0.1108,low_savings,0.5,0.35,0.15,1041.8,729.26,312.54
user_0110,working_family_support,1844.73,1013.47,837.44,1850.91,-0.0034,0.0,2406.18,1.3,0.1358,low_savings,0.5,0.35,0.15,922.37,645.66,276.71
user_0111,working_family_support,2374.96,985.55,663.64,1649.19,0.3056,0.0532,3298.38,2.0,0.4532,standard,0.5,0.3,0.2,1187.48,712.49,474.99
user_0112,working_no_family,1265.86,1181.61,733.59,1915.2,-0.513,0.091,2872.8,1.5,0.5542,low_savings,0.5,0.35,0.15,632.93,443.05,189.88
user_0113,working_family_support,2103.25,845.01,600.7,1445.71,0.3126,0.2057,0.0,0.0,0.4256,low_emergency,0.5,0.25,0.25,1051.62,525.81,525.81
user_0114,family_support_only,1765.37,1042.09,715.69,1757.78,0.0043,0.0642,4921.78,2.8,0.054,low_savings,0.5,0.35,0.15,882.68,617.88,264.81
user_0115,family_support_only,2073.68,1311.57,792.68,2104.25,-0.0147,0.0411,4629.35,2.2,0.5215,low_savings,0.5,0.35,0.15,1036.84,725.79,311.05
user_0116,financial_aid_mainly,1286.39,1105.88,659.19,1765.07,-0.3721,0.0338,1059.04,0.6,0.4812,low_savings,0.5,0.35,0.15,643.2,450.24,192.96
user_0117,working_no_family,1372.52,1023.37,858.59,1881.96,-0.3712,0.0288,3199.33,1.7,0.4937,low_savings,0.5,0.35,0.15,686.26,480.38,205.88
user_0118,working_no_family,2123.74,901.87,872.81,1774.68,0.1644,0.0638,2662.02,1.5,0.6589,standard,0.5,0.3,0.2,1061.87,637.12,424.75
user_0119,family_support_only,2729.72,758.62,526.49,1285.11,0.5292,0.0324,4112.35,3.2,0.3513,standard,0.5,0.3,0.2,1364.86,818.92,545.94
user_0120,family_support_only,2428.33,1012.88,753.57,1766.45,0.2726,0.1181,0.0,0.0,0.439,low_emergency,0.5,0.25,0.25,1214.16,607.08,607.08
user_0121,family_support_only,1612.68,1073.85,467.52,1541.37,0.0442,0.1752,3391.01,2.2,0.6361,low_savings,0.5,0.35,0.15,806.34,564.44,241.9
user_0122,financial_aid_mainly,1101.57,941.19,542.97,1484.16,-0.3473,0.1313,1335.74,0.9,0.4085,low_savings,0.5,0.35,0.15,550.78,385.55,165.24
user_0123,family_support_only,2119.03,829.62,775.96,1605.58,0.2423,0.0526,6101.2,3.8,0.0525,standard,0.5,0.3,0.2,1059.52,635.71,423.81
user_0124,financial_aid_mainly,1102.26,1147.24,726.74,1873.98,-0.7001,0.032,187.4,0.1,0.168,low_savings,0.5,0.35,0.15,551.13,385.79,165.34
user_0125,family_support_only,3068.33,858.21,840.56,1698.77,0.4464,0.1236,7134.83,4.2,0.1027,standard,0.5,0.3,0.2,1534.16,920.5,613.67
user_0126,working_family_support,2422.6,805.53,585.34,1390.87,0.4259,0.0,139.09,0.1,0.6668,low_emergency,0.5,0.25,0.25,1211.3,605.65,605.65
user_0127,family_support_only,2472.7,903.62,733.78,1637.4,0.3378,0.0308,491.22,0.3,0.1795,low_emergency,0.5,0.25,0.25,1236.35,618.17,618.17
user_0128,working_no_family,1357.29,1163.37,821.52,1984.89,-0.4624,0.5029,0.0,0.0,0.1857,high_debt,0.5,0.15,0.35,678.64,203.59,475.05
user_0129,family_support_only,2143.96,1098.15,402.46,1500.61,0.3001,0.0,4651.89,3.1,0.2468,standard,0.5,0.3,0.2,1071.98,643.19,428.79
user_0130,working_family_support,1709.96,1259.67,811.89,2071.56,-0.2115,0.106,6836.15,3.3,0.1427,low_savings,0.5,0.35,0.15,854.98,598.49,256.49
user_0131,financial_aid_mainly,1005.6,1350.77,761.86,2112.63,-1.1009,0.0886,845.05,0.4,0.5073,low_savings,0.5,0.35,0.15,502.8,351.96,150.84
user_0132,financial_aid_mainly,981.87,1111.09,930.81,2041.9,-1.0796,0.1438,0.0,0.0,0.5702,low_savings,0.5,0.35,0.15,490.94,343.65,147.28
user_0133,working_no_family,1070.69,1329.08,800.26,2129.34,-0.9888,0.2045,3406.94,1.6,0.3322,low_savings,0.5,0.35,0.15,535.35,374.74,160.6
user_0134,family_support_only,2768.43,969.33,630.65,1599.98,0.4221,0.0,1439.98,0.9,0.3395,low_emergency,0.5,0.25,0.25,1384.21,692.11,692.11
user_0135,working_no_family,1920.89,964.79,627.03,1591.82,0.1713,0.0301,2706.09,1.7,0.1493,standard,0.5,0.3,0.2,960.45,576.27,384.18
user_0136,working_family_support,1765.64,1103.14,438.66,1541.8,0.1268,0.1816,2621.06,1.7,0.5455,low_savings,0.5,0.35,0.15,882.82,617.97,264.85
user_0137,working_family_support,1957.6,901.42,848.68,1750.1,0.106,0.0766,1575.09,0.9,0.3502,low_savings,0.5,0.35,0.15,978.8,685.16,293.64
user_0138,family_support_only,1330.29,1125.51,924.91,2050.42,-0.5413,0.0617,2665.55,1.3,0.2026,low_savings,0.5,0.35,0.15,665.14,465.6,199.54
user_0139,working_no_family,1665.22,1493.6,676.89,2170.49,-0.3034,0.4354,1085.24,0.5,0.3126,low_savings,0.5,0.35,0.15,832.61,582.83,249.78
user_0140,financial_aid_mainly,1201.61,1101.98,953.75,2055.73,-0.7108,0.0,616.72,0.3,0.1978,low_savings,0.5,0.35,0.15,600.8,420.56,180.24
user_0141,working_no_family,1134.07,857.86,985.71,1843.57,-0.6256,0.0654,737.43,0.4,0.0705,low_savings,0.5,0.35,0.15,567.03,396.92,170.11
user_0142,financial_aid_mainly,698.48,1044.57,582.56,1627.13,-1.3295,0.1321,976.28,0.6,0.5401,low_savings,0.5,0.35,0.15,349.24,244.47,104.77
user_0143,financial_aid_mainly,932.45,1188.74,863.7,2052.44,-1.2011,0.0,410.49,0.2,0.3257,low_savings,0.5,0.35,0.15,466.23,326.36,139.87
user_0144,working_family_support,2701.27,682.61,646.83,1329.44,0.5078,0.0137,2658.88,2.0,0.4908,standard,0.5,0.3,0.2,1350.63,810.38,540.25
user_0145,working_family_support,2129.83,958.1,977.44,1935.54,0.0912,0.0305,967.77,0.5,0.4513,low_savings,0.5,0.35,0.15,1064.91,745.44,319.47
user_0146,working_family_support,1335.43,858.64,661.02,1519.66,-0.138,0.6817,1367.69,0.9,0.4971,high_debt,0.5,0.15,0.35,667.72,200.31,467.4
user_0147,family_support_only,3209.17,1099.19,728.18,1827.37,0.4306,0.0,4568.42,2.5,0.4218,standard,0.5,0.3,0.2,1604.59,962.75,641.83
user_0148,financial_aid_mainly,1446.15,1143.73,841.04,1984.77,-0.3725,0.0761,198.48,0.1,0.4582,low_savings,0.5,0.35,0.15,723.08,506.15,216.92
user_0149,working_family_support,1803.43,1253.0,448.65,1701.65,0.0564,0.0486,1191.15,0.7,0.2757,low_savings,0.5,0.35,0.15,901.72,631.2,270.51
user_0150,financial_aid_mainly,799.45,1103.41,476.79,1580.2,-0.9766,0.0913,790.1,0.5,0.4428,low_savings,0.5,0.35,0.15,399.73,279.81,119.92
user_0151,working_no_family,853.05,872.88,561.72,1434.6,-0.6817,0.0749,3729.96,2.6,0.4524,low_savings,0.5,0.35,0.15,426.52,298.57,127.96
user_0152,financial_aid_mainly,1034.37,765.65,598.74,1364.39,-0.3191,0.3724,545.76,0.4,0.5189,low_savings,0.5,0.35,0.15,517.18,362.03,155.16
user_0153,family_support_only,2834.07,881.25,724.12,1605.37,0.4335,0.0,1605.37,1.0,0.4083,standard,0.5,0.3,0.2,1417.04,850.22,566.81
user_0154,working_no_family,1008.11,884.41,792.51,1676.92,-0.6634,0.0,2347.69,1.4,0.3598,low_savings,0.5,0.35,0.15,504.06,352.84,151.22
user_0155,working_no_family,2015.09,1478.37,504.93,1983.3,0.0158,0.0716,0.0,0.0,0.4661,low_savings,0.5,0.35,0.15,1007.54,705.28,302.26
user_0156,family_support_only,2300.64,1236.16,974.82,2210.98,0.039,0.0273,4200.86,1.9,0.1809,low_savings,0.5,0.35,0.15,1150.32,805.22,345.1
user_0157,working_no_family,2108.94,1375.83,919.74,2295.57,-0.0885,0.1102,0.0,0.0,0.2352,low_savings,0.5,0.35,0.15,1054.47,738.13,316.34
user_0158,financial_aid_mainly,864.65,1461.94,575.72,2037.66,-1.3566,0.5004,1222.6,0.6,0.2018,high_debt,0.5,0.15,0.35,432.32,129.7,302.63
user_0159,working_family_support,2508.58,738.47,611.74,1350.21,0.4618,0.0313,135.02,0.1,0.4729,low_emergency,0.5,0.25,0.25,1254.29,627.14,627.14
user_0160,working_no_family,1037.89,1141.16,773.28,1914.44,-0.8446,0.0,1148.66,0.6,0.412,low_savings,0.5,0.35,0.15,518.95,363.26,155.68
user_0161,working_no_family,1103.77,1284.51,842.46,2126.97,-0.927,0.0,3828.55,1.8,0.1848,low_savings,0.5,0.35,0.15,551.88,386.32,165.57
user_0162,working_family_support,1869.29,1142.16,899.03,2041.19,-0.092,0.0,816.48,0.4,0.6044,low_savings,0.5,0.35,0.15,934.64,654.25,280.39
user_0163,working_no_family,972.73,1058.66,718.36,1777.02,-0.8268,0.2699,1599.32,0.9,0.3144,low_savings,0.5,0.35,0.15,486.37,340.46,145.91
user_0164,working_family_support,1234.36,825.09,646.87,1471.96,-0.1925,0.0,0.0,0.0,0.3698,low_savings,0.5,0.35,0.15,617.18,432.03,185.15
user_0165,financial_aid_mainly,856.46,852.24,714.4,1566.64,-0.8292,0.0464,2349.96,1.5,0.3144,low_savings,0.5,0.35,0.15,428.23,299.76,128.47
